"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"天慧龍","龍天笛ホルマゼンタ","Hunting Horn Independent","赫翼拍笛I","赫翼の拍笛I","Redwing Flute I","6","huntingHorn","150","0","","dragon","32","","","","","180","","","","","60","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天慧龍","龍天笛ホルマゼンタ","Hunting Horn Independent","龍天笛洋紅之霍姆斯","龍天笛ホルマゼンタ","Reddnaught Ritmico","7","huntingHorn","160","0","","dragon","37","","","","","60","","","","","80","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","","Hunting Horn Independent","龍之轟吼I","リュウノトドロキI","Poison Fungasax I","2","huntingHorn","90","0","0","","","","poison","30","","40","60","140","","","","","","","","1","攻擊力強化II","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","","Hunting Horn Independent","龍之轟吼II","リュウノトドロキII","Poison Fungasax II","3","huntingHorn","130","0","0","","","","poison","32","","40","60","170","28","","","","","","","1","攻擊力強化II","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","","Hunting Horn Independent","毒奏范葛薩克斯風","毒奏ファンガサクス","Toxic Fungasax","4","huntingHorn","150","0","0","","","","poison","35","","30","70","140","80","20","","","","","","1","攻擊力強化III","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギアチャーム=ベル","Hunting Horn Independent","魔幻笛I","マギアチャームI","Magia Charm I","2","huntingHorn","100","0","0","ice","12","","","","","50","30","110","8","","","","","","","1","屬性強化【冰】I","鈍刃一擊","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギアチャーム=ベル","Hunting Horn Independent","魔幻笛II","マギアチャームII","Magia Charm II","3","huntingHorn","150","0","0","ice","14","","","","","50","60","110","24","","","","","","","1","屬性強化【冰】I","鈍刃一擊","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギアチャーム=ベル","Hunting Horn Independent","魔幻笛III","マギアチャームIII","Magia Charm III","4","huntingHorn","170","0","0","ice","16","","","","","50","60","110","120","10","","","3","","","1","屬性強化【冰】II","鈍刃一擊","鐵蟲絲招式強化","屬性強化【冰】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"魔法","マギアチャーム=ベル","Hunting Horn Independent","魔法魅幻笛","マギアチャーム=ベル","Magia Charmbell","6","huntingHorn","180","0","0","ice","20","","","","","50","60","110","120","8","","","3","","","1","屬性強化【冰】III","鈍刃一擊","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒蛛","蛛琴コルノピオン","Hunting Horn Independent","蛛弦琴I","コルノピオンI","Cornupion I","3","huntingHorn","130","0","10","","","","paralysis","10","","50","40","100","100","10","","","","","","1","屬性強化【麻痺】I","鐵蟲絲招式強化","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒蛛","蛛琴コルノピオン","Hunting Horn Independent","蛛弦琴II","コルノピオンII","Cornupion II","3","huntingHorn","150","0","10","","","","paralysis","12","","40","30","100","100","20","","","","","","1","屬性強化【麻痺】I","鐵蟲絲招式強化","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒蛛","蛛琴コルノピオン","Hunting Horn Independent","黑蛛弦琴","蛛琴コルノピオン","Webbed Cornupion","5","huntingHorn","180","0","10","","","","paralysis","15","","40","50","90","100","50","10","","2","","","1","屬性強化【麻痺】I","鐵蟲絲招式強化","防禦力強化III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"狸獸","狸獣笛ブンブジナ","Hunting Horn Independent","狸獸草笛I","狸獣の草笛I","Grass Flute I","3","huntingHorn","140","0","0","","","","blast","10","","90","60","80","16","","","","","","","1","屬性強化【爆破】I","鈍刃一擊","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"狸獸","狸獣笛ブンブジナ","Hunting Horn Independent","狸獸草笛II","狸獣の草笛II","Grass Flute II","4","huntingHorn","150","0","0","","","","blast","12","","90","60","60","130","10","","","2","","","1","屬性強化【爆破】II","鈍刃一擊","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"狸獸","狸獣笛ブンブジナ","Hunting Horn Independent","狸獸柔草笛","狸獣笛ブンブジナ","Bombadgy's Cry","5","huntingHorn","170","0","0","","","","blast","15","","90","60","60","130","8","","","3","","","1","屬性強化【爆破】III","鈍刃一擊","防禦力強化II","防禦力強化I","屬性強化【爆破】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛I","百竜笛I","Rampage Agitato I","4","huntingHorn","150","0","0","","","","","","","70","70","90","20","","","","","","","3","攻擊力大強化","攻擊力強化I","會心率強化I","賦予屬性【冰】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛II","百竜笛II","Rampage Agitato II","5","huntingHorn","170","0","0","","","","","","","60","70","80","40","","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化I","會心率強化I","無屬性攻擊強化","變更旋律【回復】I","變更旋律【強韌】I","變更旋律【攻擊】I","變更旋律【防禦】I","賦予屬性【冰】I","賦予屬性【毒】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","賦予屬性【龍】I","防禦力強化I","","","","","","","","","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛III","百竜笛III","Rampage Agitato III","5","huntingHorn","180","0","0","","","","","","","50","70","80","30","16","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","變更旋律【回復】I","變更旋律【強韌】I","變更旋律【攻擊】I","變更旋律【防禦】I","變更銳利度【壹型】","賦予屬性【冰】II","賦予屬性【毒】I","賦予屬性【水】II","賦予屬性【火】II","賦予屬性【爆破】I","賦予屬性【睡眠】I","賦予屬性【雷】II","賦予屬性【麻痺】I","賦予屬性【龍】II","防禦力強化II","","","","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛IV","百竜笛IV","Rampage Agitato IV","6","huntingHorn","190","0","0","","","","","","","50","70","70","30","24","","","","","","3","屬性值強化II","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","變更旋律【回復】II","變更旋律【強韌】II","變更旋律【攻擊】II","變更旋律【防禦】II","變更銳利度【壹型】","變更銳利度【貳型】","賦予屬性【冰】II","賦予屬性【毒】II","賦予屬性【水】II","賦予屬性【火】II","賦予屬性【爆破】II","賦予屬性【睡眠】II","賦予屬性【雷】II","賦予屬性【麻痺】II","賦予屬性【龍】II","防禦力強化II","","","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛V","百竜笛V","Rampage Agitato V","6","huntingHorn","200","0","15","","","","","","","50","70","50","50","70","10","","","","","3","屬性值大強化","屬性值強化II","攻擊力大強化","攻擊力強化III","會心率大強化","會心率強化III","無屬性攻擊強化","變更旋律【回復】II","變更旋律【強韌】II","變更旋律【攻擊】II","變更旋律【防禦】II","變更銳利度【參型】","變更銳利度【壹型】","變更銳利度【貳型】","賦予屬性【冰】III","賦予屬性【毒】II","賦予屬性【水】III","賦予屬性【火】III","賦予屬性【爆破】II","賦予屬性【睡眠】II","賦予屬性【雷】III","賦予屬性【麻痺】II","賦予屬性【龍】III","防禦力強化III","","","","","","","","","","",""
"百龍","百竜笛【如意自在】","Hunting Horn Independent","百龍笛【如意自在】","百竜笛【如意自在】","Rampage Agitato S","7","huntingHorn","210","0","","","","","","","","50","70","30","60","70","10","","","","","5","攻擊力強化IV","屬性值強化III","會心率強化IV","防禦力強化III","變更銳利度【壹型】","變更銳利度【貳型】","變更銳利度【參型】","變更銳利度【肆型】","無屬性攻擊強化","賦予屬性【火】IV","賦予屬性【水】IV","賦予屬性【雷】IV","賦予屬性【冰】IV","賦予屬性【龍】IV","賦予屬性【毒】III","賦予屬性【麻痺】III","賦予屬性【睡眠】III","賦予屬性【爆破】III","攻擊力大強化","屬性值大強化","會心率大強化","變更旋律【攻擊】II","變更旋律【防禦】II","變更旋律【回復】II","變更旋律【強韌】II","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火鐵槍I","カムラノ鉄鎗I","Kamura Spear I","1","lance","50","0","0","","","","","","","50","90","100","10","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火鐵槍II","カムラノ鉄鎗II","Kamura Spear II","1","lance","60","0","0","","","","","","","60","70","110","10","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火鐵槍III","カムラノ鉄鎗III","Kamura Spear III","2","lance","90","0","0","","","","","","","60","70","90","40","","","","","","","1","攻擊力強化I","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火鐵槍IV","カムラノ鉄鎗IV","Kamura Spear IV","3","lance","140","0","0","","","","","","","50","70","80","30","20","","","","","","1","攻擊力強化II","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火鐵槍V","カムラノ鉄鎗V","Kamura Spear V","4","lance","150","0","0","","","","","","","60","80","90","40","70","10","","2","","","1","操龍達人","會心率強化III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"神火","カムラノ忍鎗","Lance Kamura","神火忍槍","カムラノ忍鎗","Kamura Ninja Spear","5","lance","190","0","0","","","","","","","40","90","60","60","80","10","","2","1","","1","操龍達人","會心率強化IV","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雪鬼獸","ゴシャガドシュ","Lance Kamura","雪鬼獸長槍I","ゴシャドシュI","Goss Lance I","3","lance","170","-15","0","ice","10","","","","","100","30","90","70","10","","","","","","1","屬性強化【冰】I","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雪鬼獸","ゴシャガドシュ","Lance Kamura","雪鬼獸長槍II","ゴシャドシュII","Goss Lance II","5","lance","200","-15","0","ice","12","","","","","100","30","110","40","20","","","2","","","1","屬性強化【冰】II","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雪鬼獸","ゴシャガドシュ","Lance Kamura","雪鬼獸長尖槍","ゴシャガドシュ","Abominable Lance","6","lance","230","-15","0","ice","14","","","","","100","30","100","40","70","10","","2","","","1","屬性強化【冰】III","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泡狐龍","きみがきる笠槍の刺突","Lance Kamura","狐槍花凋方可憶I","狐槍ハナモハナナレI","Hana Mo Hana Nare I","3","lance","120","10","0","water","14","","","","","70","40","40","70","20","","","","","","1","屬性強化【水】I","攻擊力強化II","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泡狐龍","きみがきる笠槍の刺突","Lance Kamura","狐槍花凋方可憶II","狐槍ハナモハナナレII","Hana Mo Hana Nare II","5","lance","160","10","0","water","20","","","","","110","100","70","30","70","10","","1","","","1","屬性強化【水】II","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泡狐龍","","Lance Kamura","君著笠槍之突刺","きみがきる笠槍の突刺","Kimi Ga Kiru","6","lance","180","15","0","water","28","","","","","110","100","70","20","50","40","","1","","","1","屬性強化【水】II","攻擊力強化III","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"翼蛇龍","蛇槍【ヴリトラ】","Lance Kamura","蛇槍【蛇神】I","蛇槍【ナーガ】I","Naag Serpentblade I","2","lance","80","5","0","","","","poison","26","","40","60","70","40","","","","","","","1","屬性強化【毒】I","攻擊力強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
